,english,tamil
1126,store,கடை
1127,published,வெளியிடப்பட்ட
1128,section,பிரிவில்
1129,network,பிணையம்
1130,popular,பிரபலமான
1131,attack,தாக்குதல்
1132,seeking,முயன்று
1133,subject,பொருள்
1134,met,சந்தித்து
1135,projects,திட்டங்கள்
1136,raise,உயர்த்த
1137,e,இ
1138,services,சேவைகள்
1139,generally,பொதுவாக
1140,primary,முதன்மை
1141,information,தகவல்
1142,property,சொத்து
1143,organization,அமைப்பு
1144,signed,கையெழுத்திட்டார்
1145,orders,உத்தரவுகளை
1146,packages,தொகுப்புகள்
1147,ahead,மேலே
1148,impact,தாக்கம்
1149,developing,வளரும்
1150,young,இளம்
1151,measure,அளவிட
1152,live,வாழ
1153,obtained,பெறப்பட்ட
1154,radio,வானொலி
1155,print,அச்சு
1156,entire,முழு
1157,experience,அனுபவம்
1158,slightly,சற்று
1159,attempt,முயற்சி
1160,de,டி
1161,site,தளத்தில்
1162,internal,உள்
1163,ways,வழிகளில்
1164,o,ஓ
1165,morning,காலை
1166,dukakis,டுக்காகிஸ்
1167,request,கோரிக்கை
1168,joint,கூட்டு
1169,improve,மேம்படுத்த
1170,plants,செடிகள்
1171,richard,ரிச்சர்ட்
1172,community,சமூகத்தில்
1173,democrats,ஜனநாயகவாதிகள்
1174,person,நபர்
1175,deficit,பற்றாக்குறை
1176,resolution,தீர்மானம்
1177,success,வெற்றி
1178,expensive,விலையுயர்ந்த
1179,weapons,ஆயுதங்கள்
1180,appear,தோன்றும்
1181,white,வெள்ளை
1182,activities,நடவடிக்கைகள்
1183,lets,உதவுகிறது
1184,woman,பெண்
1185,completed,நிறைவு
1186,land,நில
1187,determined,தீர்மானிக்கப்படுகிறது
1188,sub,துணை
1189,republican,குடியரசு
1190,suit,வழக்கு
1191,more,மேலும்
1192,installed,நிறுவப்பட்ட
1193,immediately,உடனடியாக
1194,acquisition,கையகப்படுத்தல்
1195,improved,மேம்படுத்தலாம்
1196,hp,ஹெச்பி
1197,bus,பேருந்து
1198,gains,லாபங்கள்
1199,ground,தரையில்
1200,stop,நிறுத்த
1201,securities,பத்திரங்கள்
1202,army,இராணுவம்
1203,patients,நோயாளிகள்
1204,printers,அச்சுப்பொறிகள்
1205,increasing,அதிகரித்து
1206,media,ஊடக
1207,mean,அர்த்தம்
1208,expansion,விரிவாக்கம்
1209,lack,பற்றாக்குறை
1210,sen,சென்
1211,fourth,நான்காவது
1212,angeles,ஏஞ்சல்ஸ்
1213,damage,சேதம்
1214,shot,ஷாட்
1215,saw,சா
1216,france,பிரான்ஸ்
1217,netware,NetWare
1218,menu,மெனு
1219,noted,குறிப்பிட்டார்
1220,write,எழுத
1221,safety,பாதுகாப்பு
1222,police,காவல்
1223,shareholders,பங்குதாரர்கள்
1224,each,ஒவ்வொரு
1225,protection,பாதுகாப்பு
1226,cards,அட்டைகள்
1227,figure,எண்ணிக்கை
1228,peace,சமாதானம்
1229,town,நகரம்
1230,research,ஆராய்ச்சி
1231,oct,அக்
1232,technology,தொழில்நுட்பம்
1233,dealers,டீலர்கள்
1234,age,வயது
1235,about,பற்றி
1236,then,பிறகு
1237,prison,சிறையில்
1238,class,வர்க்கம்
1239,sector,துறை
1240,details,விவரங்கள்
1241,refused,மறுத்து
1242,material,பொருள்
1243,interview,பேட்டியில்
1244,opened,திறந்து
1245,ruling,ஆளும்
1246,forced,கட்டாயம்
1247,check,சரிபார்க்கவும்
1248,quite,மிகவும்
1249,treatment,சிகிச்சை
1250,table,மேசை
1251,approval,ஒப்புதல்
1252,eastern,கிழக்கு
1253,manufacturers,உற்பத்தியாளர்கள்
1254,elections,தேர்தலில்
1255,talk,பேச்சு
1256,integrated,ஒருங்கிணைந்த
1257,majority,பெரும்பான்மை
1258,tell,சொல்ல
1259,poor,ஏழை
1260,jan,Jan
1261,gorbachev,கோர்பசேவ்
1262,host,தொகுப்பாளர்
1263,handle,கையாள
1264,appears,தோன்றுகிறது
1265,ltd,Ltd
1266,engineering,பொறியியல்
1267,canadian,கனடிய
1268,administration,நிர்வாகம்
1269,taxes,வரி
1270,ordered,உத்தரவிட்டார்
1271,communications,தொடர்புகள்
1272,medical,மருத்துவம்
1273,tokyo,டோக்கியோ
1274,presidential,ஜனாதிபதி
1275,easily,எளிதாக
1276,paul,பவுல்
1277,wide,பரந்த
1278,cable,கேபிள்
1279,agencies,முகவர்
1280,voice,குரல்
1281,heat,வெப்பம்
1282,film,படம்
1283,send,அனுப்பு
1284,components,கூறுகள்
1285,comments,கருத்துகள்
1286,defense,பாதுகாப்பு
1287,true,உண்மை
1288,useful,பயனுள்ள
1289,attention,கவனம்
1290,secretary,செயலாளர்
1291,soldiers,வீரர்கள்
1292,cuts,வெட்டுக்கள்
1293,search,தேடல்
1294,port,துறைமுக
1295,cover,கவர்
1296,maker,தயாரிப்பாளர்
1297,intel,இண்டெல்
1298,contains,கொண்டிருந்தால்
1299,task,பணி
1300,h,மணி
1301,normal,சாதாரண
1302,story,கதை
1303,act,செயல்
1304,materials,பொருட்கள்
1305,composite,கலப்பு
1306,benefit,நன்மை
1307,established,நிறுவப்பட்டது
1308,station,நிலையம்
1309,measures,நடவடிக்கைகளை
1310,thousands,ஆயிரக்கணக்கான
1311,active,செயலில்
1312,relatively,ஒப்பீட்டளவில்
1313,supported,ஆதரவு
1314,providing,வழங்கும்
1315,format,வடிவம்
1316,hospital,மருத்துவமனையில்
1317,slow,மெதுவாக
1318,plus,பிளஸ்
1319,news,செய்தி
1320,loan,கடன்
1321,boston,பொஸ்டன்
1322,computing,கம்ப்யூட்டிங்
1323,automatically,தானாக
1324,body,உடல்
1325,win,வெற்றி
1326,arrested,கைது
1327,identified,அடையாளம்
1328,advanced,மேம்பட்ட
1329,accounts,கணக்குகள்
1330,client,வாடிக்கையாளர்
1331,surface,மேற்பரப்பில்
1332,suggested,பரிந்துரைத்தார்
1333,feet,அடி
1334,target,இலக்கு
1335,dow,டோவ்
1336,editor,ஆசிரியர்
1337,appeared,தோன்றினார்
